Claim ID,Date of Claim,Claim Amount,Claim Status,Reason for Claim,Settlement Date,Policy ID
CLM64453743,16-07-2024,62630,Approved,Pressure toward to much believe point.,03-08-2024,POL87573741
CLM33537886,25-07-2021,52795,Denied,Such officer public drive process win data.,18-08-2021,POL35621374
CLM59687856,14-01-2021,82370,Pending,Industry cultural improve movie beat experience moment.,18-02-2021,POL26862449
CLM44629747,06-07-2022,32617,Denied,Likely general tax assume effect.,15-08-2022,POL56909701
CLM00350963,01-09-2020,5790,Pending,Suddenly test onto very common sport decade.,15-09-2020,POL47692099
CLM25323159,16-01-2020,26091,Pending,During group everybody goal until game think.,,POL27171310
CLM37744882,01-11-2023,98710,Denied,Thing chair inside station commercial citizen determine.,30-01-2024,POL48548690
CLM46648028,06-07-2023,66218,Approved,Join Mr own price vote yet cell.,21-07-2023,POL38182158
CLM70722308,07-02-2024,32884,Denied,Question class majority unit create.,22-04-2024,POL94555399
CLM95471500,14-09-2021,87436,Pending,Administration reality cold none federal prepare.,24-10-2021,POL44219481
CLM28302219,27-08-2023,11617,Approved,Affect site resource human.,,POL42467906
CLM51875091,04-11-2023,9308,Pending,Specific door ball past board save administration conference.,,POL85425957
CLM02658516,19-07-2022,88570,Approved,Condition development century case.,19-08-2022,POL56668614
CLM43702385,29-11-2020,77928,Pending,Sister serious camera friend clearly.,11-12-2020,POL34252252
CLM44082328,10-03-2022,16388,Pending,Stuff song true safe sea.,17-04-2022,POL97255988
CLM02074112,26-11-2024,15439,Denied,Capital collection one adult even perform data push.,09-02-2025,POL28314464
CLM80477099,03-10-2024,10122,Denied,Accept energy girl course democratic wind sing.,,POL55402770
CLM84994532,09-02-2023,80471,Denied,Community degree cause onto painting meeting left.,,POL28256709
CLM32437205,05-03-2023,63646,Pending,According difference call traditional history dream.,,POL16340905
CLM16166974,17-01-2021,9314,Approved,Alone system thought would explain these.,,POL13079535
CLM51719023,20-09-2023,82005,Denied,Fear then season his.,,POL52466157
CLM32485147,01-07-2022,81221,Approved,Five until whom relationship born exist election.,06-09-2022,POL70674011
CLM59876441,26-11-2022,69552,Pending,Magazine talk different.,27-01-2023,POL80929677
CLM84034165,30-11-2023,61844,Denied,Range plant present car million when take eight.,,POL18326349
CLM57651610,27-05-2024,30468,Pending,Meet study mouth same blood.,04-08-2024,POL09886051
CLM57497274,02-03-2024,87257,Approved,Body prevent safe.,17-03-2024,POL60212438
CLM03891086,17-08-2024,19452,Approved,Where air majority tonight actually leader wife.,06-11-2024,POL18735683
CLM15337482,10-12-2020,96152,Pending,Red involve media set too future.,01-03-2021,POL95397773
CLM91484728,17-08-2020,87328,Pending,Discuss want property these.,08-10-2020,POL89719894
CLM96180988,29-12-2021,92352,Denied,Situation drop carry kid travel.,,POL36741877
CLM88121176,17-03-2020,31230,Denied,Especially listen material your full else.,27-05-2020,POL71852289
CLM33916956,18-05-2024,33520,Pending,Agree under kid however man example option.,,POL30201413
CLM38496499,02-09-2021,79094,Pending,Seek many line power network.,22-10-2021,POL92817192
CLM65572504,21-03-2021,60863,Denied,Toward measure series while option at direction.,08-06-2021,POL75237627
CLM61395951,26-09-2023,56888,Denied,Authority animal list job community feeling nature.,22-11-2023,POL01976477
CLM50786253,10-05-2024,88894,Denied,Tree ten turn politics.,16-06-2024,POL32822609
CLM96703252,01-06-2024,10611,Approved,Check instead agent eye.,24-07-2024,POL73709176
CLM81766059,26-03-2023,39365,Denied,Think reality successful professor.,01-05-2023,POL07319671
CLM53460892,10-07-2024,9424,Denied,Southern paper either energy history.,19-08-2024,POL62323938
CLM19475272,11-11-2021,1471,Approved,Pay area girl old.,02-01-2022,POL61367355
CLM90415723,09-10-2022,94528,Denied,People attorney mention responsibility show network.,29-12-2022,POL54361849
CLM31129051,10-09-2020,50538,Pending,Page occur hotel commercial.,20-09-2020,POL48633548
CLM16329673,08-05-2021,43830,Approved,Today good option decide.,21-05-2021,POL45794212
CLM87098049,16-11-2023,44800,Denied,Remember consumer building our according scene.,,POL79306031
CLM21860547,16-09-2020,22423,Approved,Better have call teacher side year never trade.,08-10-2020,POL68041288
CLM45091521,12-12-2023,20422,Denied,Account truth past here back newspaper capital office.,15-01-2024,POL08536084
CLM09859285,22-12-2021,54039,Approved,Drop audience common individual wide many speak.,28-01-2022,POL92268094
CLM01933578,06-01-2020,21670,Denied,Total within technology soldier.,,POL75410004
CLM06480978,09-04-2024,95365,Denied,Leave happy field than.,13-06-2024,POL58860880
CLM75615216,06-05-2021,46208,Pending,Television decision chair often state approach.,,POL95945115
CLM83952964,26-06-2022,14647,Denied,Choose tough gas position bar.,,POL10353696
CLM03822259,29-04-2020,61457,Approved,Visit task history.,30-06-2020,POL34826521
CLM71495942,02-04-2022,31583,Approved,About knowledge safe.,09-05-2022,POL28656372
CLM15359510,16-12-2021,17844,Pending,Analysis well speech wish body say bad.,,POL85094282
CLM03030032,05-03-2021,38930,Pending,Than executive kid they guy.,15-05-2021,POL40777572
CLM25563553,19-07-2020,66624,Denied,Manager around candidate life quite start positive.,07-10-2020,POL53360521
CLM60274704,29-12-2023,17639,Denied,Question foot budget pretty.,19-01-2024,POL01538534
CLM22307346,04-11-2023,14398,Pending,Traditional send station issue carry group simple example.,14-12-2023,POL21075384
CLM88077870,24-07-2020,95205,Approved,Green deal here cause.,11-09-2020,POL79861668
CLM87080778,13-11-2020,19061,Pending,Often particularly new under.,12-12-2020,POL07509618
CLM73153493,09-12-2022,72319,Approved,Assume person institution from.,10-02-2023,POL28345234
CLM37370734,20-03-2022,65527,Pending,Western own cultural outside.,,POL46414237
CLM76975483,27-07-2022,67464,Approved,Page evidence sense discover best hundred reality.,,POL80458341
CLM63459578,10-05-2024,49357,Pending,For response page floor send modern better indicate.,03-06-2024,POL61092074
CLM00276866,21-07-2024,96451,Pending,Listen minute inside stage again activity agency.,02-08-2024,POL75516899
CLM43765774,08-10-2020,55869,Denied,Face someone position ten provide interview.,21-10-2020,POL43491977
CLM47662078,06-04-2021,50392,Denied,Industry interview cell rise.,,POL07319671
CLM26273095,28-05-2022,41966,Approved,Involve eight house third choose choice.,30-06-2022,POL69427919
CLM49426018,26-12-2021,4493,Approved,Himself blue old find.,13-01-2022,POL25708156
CLM38333316,23-01-2023,62967,Pending,Such two feel what about indicate few beyond.,18-02-2023,POL49133977
CLM08864370,18-12-2021,68619,Pending,Position indeed yeah dinner too Democrat defense run.,19-02-2022,POL53804570
CLM86874621,14-02-2024,48979,Denied,Bag leg beautiful eat yet a.,14-03-2024,POL54750482
CLM82611169,30-05-2020,91815,Pending,No everybody space draw.,13-06-2020,POL50111095
CLM92078263,28-07-2020,95931,Pending,Turn paper let us heavy soldier movement.,12-08-2020,POL32669675
CLM88754330,16-11-2021,14499,Denied,Attention would fight impact.,11-01-2022,POL04717815
CLM48877123,13-01-2024,97984,Denied,Career program yeah share air.,04-03-2024,POL80015306
CLM86379673,20-10-2023,10317,Pending,Center discussion community true.,05-01-2024,POL30398822
CLM39189771,06-01-2020,12717,Approved,Such benefit remember skin.,,POL39911083
CLM85833081,12-11-2023,44243,Pending,Issue treat growth recognize product.,29-01-2024,POL92351882
CLM25935849,28-08-2022,22789,Approved,Somebody response main them also up.,01-11-2022,POL18309119
CLM95970461,08-01-2023,15115,Pending,Kitchen compare trade beautiful still rate sister.,,POL28971853
CLM44404847,26-05-2023,44215,Denied,Practice interest play history.,18-06-2023,POL41122818
CLM07033185,25-06-2020,29834,Approved,Lot believe weight now economy here.,,POL94723645
CLM97567802,18-03-2022,32416,Approved,Father store kind kid.,14-05-2022,POL21355048
CLM94834798,04-07-2022,88739,Approved,Detail require term else.,23-08-2022,POL23114064
CLM39151806,13-04-2024,94279,Approved,Stop decision seat the late type.,24-05-2024,POL97641219
CLM48747260,17-11-2021,94256,Denied,Trip push them.,30-12-2021,POL02648001
CLM28415959,26-08-2023,90852,Pending,Name structure factor mind whole police west.,13-10-2023,POL90422168
CLM81551560,10-01-2022,85970,Pending,Civil physical eat hotel.,14-03-2022,POL69974800
CLM32408375,16-04-2021,43432,Pending,Seem read sport officer probably use country.,,POL13412239
CLM55482801,01-10-2020,84399,Pending,Write cover camera war.,,POL90492389
CLM09806420,10-10-2023,31233,Pending,Decide must plant wrong yeah.,,POL66023892
CLM81565947,22-06-2024,43057,Denied,Lay everything take sport address set.,,POL19058769
CLM56276858,08-02-2023,1013,Denied,Also lot establish.,24-03-2023,POL69697487
CLM64587004,01-05-2021,84425,Denied,Teach property same.,24-06-2021,POL01090154
CLM59208406,13-08-2024,70721,Pending,Sure turn win somebody food your scene foreign.,,POL44316628
CLM56398900,27-07-2020,17196,Denied,Pick happen show kind.,11-08-2020,POL34720084
CLM61850740,17-01-2021,66676,Denied,Research game name.,,POL04929943
CLM34237949,04-03-2021,50722,Approved,Wish rule drop similar.,,POL78473646
CLM00566481,13-09-2020,77350,Pending,Cost case wear option.,27-11-2020,POL04312649
CLM11087047,02-12-2020,45798,Approved,Development help under save real someone.,23-12-2020,POL79056359
CLM12976594,16-09-2023,24211,Denied,Rest look yes very choice source.,01-11-2023,POL32589050
CLM01153665,06-11-2021,57407,Denied,Information all and degree.,22-01-2022,POL91116374
CLM40187178,21-06-2020,50266,Denied,Really instead tonight.,,POL78322093
CLM34235586,24-12-2023,31823,Pending,Without chair chance scientist.,08-03-2024,POL33741751
CLM79042073,31-05-2021,60448,Denied,Boy subject commercial simply new.,30-07-2021,POL80996561
CLM51827175,14-04-2024,75291,Pending,Heart mean close accept action production.,25-04-2024,POL28263562
CLM41661161,20-09-2022,64303,Pending,Year see fact through again investment new.,12-12-2022,POL49101853
CLM05900571,03-09-2020,65423,Approved,Anything send field see treat eat owner institution.,26-11-2020,POL12156543
CLM33611490,05-02-2022,13596,Pending,Figure need movie glass arrive.,,POL40049374
CLM59859082,22-06-2022,35753,Denied,Rule available community trip live such.,18-07-2022,POL46609682
CLM91315492,29-04-2024,83033,Approved,Possible seat candidate local improve.,28-07-2024,POL09476789
CLM05880548,05-12-2023,3235,Denied,Recognize smile source resource discussion.,17-02-2024,POL85929126
CLM46361630,29-03-2020,30415,Denied,Very return result marriage pass minute.,17-04-2020,POL73324138
CLM52264666,13-03-2021,75674,Pending,Candidate ago technology more some.,,POL41613938
CLM56532537,26-04-2020,51177,Denied,Book nothing kid character.,26-06-2020,POL26656861
CLM04273084,24-05-2022,22047,Pending,Be girl story small structure.,,POL48887650
CLM72617479,19-09-2022,71706,Denied,Child weight rest unit such watch eye.,23-10-2022,POL40292999
CLM57047176,28-09-2020,66729,Approved,Training stay have list today people.,21-11-2020,POL82513265
CLM62242647,22-03-2023,42315,Approved,Institution born food drug.,,POL72056803
CLM36920771,26-09-2020,91185,Approved,Science green cost day suggest.,20-12-2020,POL05425412
CLM87486827,12-01-2020,99496,Approved,Church true produce we push green look.,,POL13070623
CLM56651349,10-11-2021,3161,Pending,Scene staff arrive produce sign.,,POL64331852
CLM60117181,30-06-2022,84587,Approved,Paper fly bit success.,23-07-2022,POL54082537
CLM84143434,09-08-2023,48918,Approved,Reason floor head office.,19-09-2023,POL82098917
CLM08700422,07-06-2024,34149,Approved,Enjoy easy beyond theory.,25-08-2024,POL63879412
CLM15471822,17-06-2021,76531,Denied,Special company step outside safe condition.,,POL63184474
CLM12406585,17-07-2024,62036,Pending,Back democratic raise play would east woman.,21-08-2024,POL01976477
CLM96823995,25-04-2023,25680,Denied,Require choice someone college.,08-07-2023,POL19177817
CLM10899537,12-06-2020,22505,Approved,Organization hold feeling you wind outside natural.,,POL24578512
CLM27320009,05-11-2020,96100,Denied,Data sit standard indeed speak.,03-02-2021,POL54636114
CLM75582970,22-06-2023,4747,Denied,Quite often financial final American specific analysis suffer.,22-08-2023,POL68220534
CLM25810167,22-07-2023,16197,Denied,Wonder song her under.,,POL68261547
CLM87995397,15-05-2022,76813,Denied,Pressure bill several.,05-08-2022,POL81437740
CLM24843108,19-11-2020,84831,Denied,Pm full street necessary agreement quality tree.,,POL49595777
CLM23877047,24-11-2022,31499,Approved,Family experience suddenly up still work win.,06-01-2023,POL32368471
CLM94796935,06-04-2024,60579,Denied,Their story quite name however.,13-05-2024,POL62259131
CLM06383796,30-10-2022,44175,Pending,Coach social sometimes.,02-01-2023,POL81202373
CLM81530036,19-01-2020,23237,Pending,Nation treat road career.,30-01-2020,POL39253825
CLM31451820,24-10-2024,71082,Denied,Return front ready value such college professional.,22-11-2024,POL72122375
CLM97984258,26-01-2021,80778,Denied,Product consider fear eat measure name common career.,27-02-2021,POL71741054
CLM85252943,06-11-2021,32446,Denied,Material dark them teach star baby develop.,02-12-2021,POL88583388
CLM39180678,12-07-2020,61785,Denied,Science rise record strong.,,POL11377387
CLM43566527,29-05-2020,96695,Denied,Forward service because gun.,21-06-2020,POL58724717
CLM96604994,17-12-2024,74800,Pending,Great contain get spring affect.,26-01-2025,POL77562289
CLM55546626,12-07-2023,14880,Denied,Often window current position.,30-07-2023,POL10353696
CLM71948896,15-01-2024,62574,Approved,About occur administration nothing Congress nature though.,05-02-2024,POL48346440
CLM75836504,01-09-2020,19428,Denied,Chance sense ability force.,06-10-2020,POL37350059
CLM23083413,03-02-2023,23598,Pending,Congress wrong really score billion.,30-04-2023,POL19362691
CLM25501785,16-04-2020,41364,Denied,Professor east allow professor red artist air.,26-04-2020,POL04612795
CLM73605799,15-10-2021,69058,Pending,Listen among various.,,POL57229212
CLM62879210,10-04-2024,46590,Pending,Life unit on hard enjoy sister.,08-06-2024,POL31299981
CLM70514304,29-12-2019,69795,Denied,Benefit prove follow run degree fine.,,POL73068892
CLM56635779,23-02-2020,43085,Approved,Check PM series gun.,24-04-2020,POL83870465
CLM51557119,15-10-2022,64304,Denied,Various lawyer exist kitchen around.,14-11-2022,POL39660520
CLM43646957,11-03-2021,23011,Pending,Better so way recent manage.,25-05-2021,POL23715386
CLM22071081,04-07-2021,59932,Denied,At will total politics learn.,01-10-2021,POL64301411
CLM97766267,04-04-2021,41799,Denied,Position difficult even color during do generation.,24-05-2021,POL17046298
CLM99778539,30-07-2023,74046,Approved,Environment test write.,,POL24131589
CLM35651039,25-11-2022,89259,Approved,Glass more argue clear member field call.,06-02-2023,POL28794187
CLM10507180,04-01-2022,5513,Pending,By able hundred could parent.,13-02-2022,POL21489269
CLM10824883,16-10-2022,30322,Pending,Build tend sing radio.,24-11-2022,POL14019439
CLM84286557,24-06-2022,36003,Approved,Edge they respond maybe production wife.,,POL14706176
CLM39000986,09-05-2020,18181,Pending,Forget performance wide current item poor other raise.,,POL05468446
CLM59865336,06-02-2024,38489,Approved,Someone go party first information what bank edge.,13-04-2024,POL21071314
CLM62176087,05-11-2020,89043,Pending,No book part may plant leave none.,26-11-2020,POL95945115
CLM17672774,23-09-2024,9940,Approved,Model whom choose.,,POL69697487
CLM02853675,22-11-2021,39712,Approved,His fight economic say.,,POL88925713
CLM37119349,30-12-2023,94901,Approved,Bank summer defense similar.,,POL71377159
CLM42245770,25-01-2022,57637,Approved,Increase dinner information camera worker book.,,POL96066215
CLM00861621,10-04-2023,22253,Denied,Play plant well it glass government church.,03-07-2023,POL93930819
CLM89123092,12-04-2024,8389,Denied,Will score style perhaps.,24-04-2024,POL86878649
CLM96900327,03-01-2020,13648,Denied,Right week figure minute can case.,16-03-2020,POL59492840
CLM46886195,08-06-2020,38523,Pending,Move hot still partner hundred generation.,,POL93524693
CLM26637432,29-11-2020,81110,Pending,Single true mind.,,POL56805499
CLM73878028,12-08-2022,26289,Pending,Stock several view market.,,POL64841687
CLM44457548,08-05-2020,30554,Denied,Teach never name up window notice.,,POL29271605
CLM11825005,16-08-2021,51081,Approved,Garden raise role special account.,12-10-2021,POL03368809
CLM78418238,26-02-2020,36557,Pending,Teacher him college.,02-04-2020,POL91451194
CLM23935196,31-08-2022,11257,Approved,Reason ready eight sense how north.,09-10-2022,POL59886107
CLM86984834,28-11-2022,50189,Denied,Citizen soon off card them join rule.,07-02-2023,POL24773335
CLM09140693,25-10-2022,5167,Approved,Magazine ask serious practice travel.,24-12-2022,POL28937515
CLM30351248,24-12-2020,49199,Denied,Full still face record board upon as.,21-02-2021,POL92884987
CLM15323616,13-03-2021,42228,Denied,Mother answer agree meeting result.,,POL53424615
CLM72151829,09-06-2022,31994,Denied,Shake company never prove possible street whether.,,POL86127854
CLM91346823,30-07-2020,41359,Pending,Else firm address test case night.,,POL42638741
CLM85837623,13-07-2021,39600,Approved,Sister word manager national information image.,,POL93065434
CLM87229954,25-04-2024,35707,Approved,Will writer significant majority child environment.,25-06-2024,POL40501212
CLM94203304,21-08-2024,74259,Pending,Position third lot note.,11-10-2024,POL79722953
CLM94512474,05-02-2023,71496,Denied,Before involve daughter although tree.,,POL01267201
CLM64889323,26-09-2021,29965,Denied,History along treat clearly friend start it.,08-10-2021,POL29685812
CLM39561067,01-07-2024,68973,Denied,Win sell key total impact address stage.,31-08-2024,POL12256062
CLM13002336,19-11-2023,79140,Approved,Boy movement ask traditional relationship skin.,,POL48255103
CLM76793265,15-05-2022,9304,Denied,High number quality newspaper too.,,POL11682509
CLM50559172,07-07-2021,42025,Denied,Camera list all.,26-09-2021,POL12716498
CLM67155560,30-06-2023,69523,Approved,State rich movement particularly behavior fact.,,POL33015134
CLM68602776,03-03-2023,21695,Denied,Fill building finally move teacher tonight price.,,POL58297595
CLM04562654,21-04-2022,72991,Approved,True place sense past.,11-06-2022,POL27988636
CLM81117007,14-01-2021,84759,Denied,Born direction keep avoid low be her.,13-02-2021,POL13383594
CLM13714275,30-04-2020,92123,Denied,President face exactly group.,23-05-2020,POL38343188
CLM37302134,18-09-2022,64673,Pending,Walk south night rather else ability authority expect.,16-12-2022,POL75914495
CLM13093637,30-03-2023,11955,Denied,Issue past process show.,17-06-2023,POL92218615
CLM09432355,24-07-2020,17093,Pending,Nation skin carry apply along who price gun.,19-10-2020,POL23499238
CLM64972041,08-11-2023,67844,Pending,Least here teacher speak.,22-12-2023,POL23594772
CLM24417956,20-09-2024,3274,Pending,Place figure board edge reach oil also.,27-10-2024,POL44326317
CLM39174177,09-11-2022,58957,Pending,Style near glass decision.,23-01-2023,POL33945420
CLM77080300,07-04-2022,7565,Pending,Forget along such such civil.,19-05-2022,POL84743216
CLM48112240,05-12-2023,14183,Approved,Success individual vote worry history.,17-01-2024,POL92865559
CLM26565910,12-08-2024,32902,Denied,Office build although boy material.,20-10-2024,POL32483993
CLM48541663,01-12-2020,75813,Denied,Already always talk doctor cell.,,POL54524104
CLM59916695,29-04-2020,70495,Approved,Drop area letter.,22-06-2020,POL63927157
CLM93354501,28-07-2022,88531,Approved,Since according information.,15-10-2022,POL94943347
CLM28412481,29-09-2021,10313,Pending,International discover defense adult down case.,16-12-2021,POL31224830
CLM05857865,26-10-2020,99585,Pending,Billion military when score book century.,03-12-2020,POL90576138
CLM44839867,07-08-2020,78974,Approved,Particular six student very.,26-08-2020,POL81019998
CLM16635566,26-10-2021,88880,Denied,At seek join certain conference traditional.,13-11-2021,POL72738203
CLM76711954,21-11-2020,55155,Denied,Third rather candidate sing.,29-01-2021,POL60496337
CLM37445075,02-12-2023,27518,Denied,Local arrive exactly.,,POL71278302
CLM72474229,30-12-2019,69870,Approved,End guess if simple party.,15-03-2020,POL63446191
CLM78782675,13-01-2022,7942,Pending,Year himself federal produce yourself.,23-02-2022,POL43895814
CLM37457328,02-11-2024,75538,Approved,Fund fly size there big and exactly.,,POL39776148
CLM75792214,29-08-2020,97305,Denied,Quite technology new century.,,POL85944273
CLM66469504,24-03-2021,57608,Pending,Too example listen blue forward seven quite alone.,03-04-2021,POL78271323
CLM82846396,09-12-2021,43913,Denied,He commercial development try.,24-02-2022,POL36025605
CLM62515808,16-10-2022,89581,Pending,College set medical letter situation return high candidate.,12-12-2022,POL63440106
CLM40173095,20-04-2024,58334,Denied,Establish it clearly south join natural they.,,POL30677627
CLM28468283,01-11-2020,93350,Approved,Night admit project window.,26-11-2020,POL45321254
CLM12060498,09-12-2022,67619,Pending,Sound herself interview general their site product.,21-12-2022,POL46013781
CLM23753319,07-07-2024,29391,Denied,In two spring service line.,05-10-2024,POL12830195
CLM54116438,02-12-2023,88520,Denied,Recently every you blood skill under already.,16-02-2024,POL09189578
CLM55750646,11-03-2023,88083,Pending,Rich article people car structure yeah Democrat type.,18-05-2023,POL73436304
CLM19948552,28-04-2022,19267,Approved,Parent imagine during.,,POL00975705
CLM45521663,06-06-2021,23833,Pending,Often only always majority three someone Congress.,,POL92549260
CLM43563024,08-04-2023,70028,Pending,Word remember energy someone character hard.,,POL30102239
CLM93764684,25-04-2023,2533,Denied,Perform politics indeed receive.,24-05-2023,POL33064834
CLM58034006,09-08-2021,78370,Pending,Moment none computer area finally war individual.,17-10-2021,POL75665661
CLM96527006,16-02-2022,32479,Denied,General deep around attention.,,POL33662070
CLM98017305,18-03-2021,52269,Approved,Assume degree often bad.,14-04-2021,POL38773717
CLM51063602,02-12-2020,74112,Denied,Or drug too long same small partner.,,POL22790609
CLM03439827,13-12-2022,53050,Approved,She someone once garden positive.,,POL93990309
CLM88067200,10-03-2020,52719,Pending,Dream second modern or civil toward carry.,,POL09309739
CLM45274712,25-07-2024,43974,Approved,Field support game serve.,,POL46131890
CLM63308871,14-09-2024,40343,Pending,Visit director attention attention herself hair.,13-12-2024,POL63222732
CLM30003107,08-06-2024,84915,Pending,Capital data side partner fly.,,POL21355048
CLM79059214,15-03-2024,45259,Pending,Know push effect mother fill fine.,19-05-2024,POL95455759
CLM38319107,22-04-2020,88442,Pending,Policy analysis avoid year.,,POL08738740
CLM44357086,08-04-2023,9535,Pending,Federal five real action commercial on number.,11-05-2023,POL73016380
CLM62623855,26-12-2022,67474,Pending,Understand exactly treatment point film space party.,28-02-2023,POL42869985
CLM37793382,23-11-2024,36790,Approved,Spring get power instead thank.,08-12-2024,POL09014096
CLM70313415,19-07-2021,57765,Approved,Girl describe dinner cut.,24-09-2021,POL98380131
CLM53924248,22-02-2021,87751,Pending,You kind drive article next foot you thought.,22-05-2021,POL95930417
CLM50335000,17-02-2023,78199,Denied,Tonight some drop least suggest member.,08-04-2023,POL51057338
CLM06104996,19-12-2024,90610,Approved,Choice question produce few.,13-02-2025,POL54361849
CLM00833256,15-12-2021,80001,Denied,Study answer top yet admit money.,09-01-2022,POL30313207
CLM10031341,14-03-2021,88174,Denied,Television you take because image.,17-05-2021,POL60092587
CLM99961555,26-04-2020,63962,Denied,Base which example need.,,POL96157939
CLM26550524,25-02-2022,74778,Approved,Size hotel garden respond include first.,,POL21189445
CLM73697111,08-07-2023,85008,Approved,Month bit six raise too yet.,,POL96685286
CLM30816616,28-07-2022,49146,Approved,Movie a everybody organization east certainly tonight.,03-10-2022,POL17938396
CLM47468481,27-04-2023,31501,Approved,Majority sing director if for edge current wrong.,,POL66994083
CLM14147068,04-12-2020,20995,Denied,Choose billion five country perhaps.,26-02-2021,POL52327651
CLM63571277,11-03-2020,60449,Pending,Work these kid miss same religious season base.,14-05-2020,POL84313861
CLM80725098,15-11-2021,55131,Pending,Matter success director often.,28-01-2022,POL51866369
CLM22678358,14-12-2024,26475,Pending,Note box others idea whose.,26-12-2024,POL99509489
CLM55941504,03-05-2023,90984,Denied,Might yard moment inside seat.,,POL44317279
CLM45404266,30-06-2020,86174,Denied,Hour tree word local cold decade director.,20-07-2020,POL40483314
CLM71259647,03-08-2024,23705,Denied,Would walk law morning charge way.,15-09-2024,POL57872259
CLM68869000,22-08-2020,92642,Pending,Party soon foreign.,07-09-2020,POL09346416
CLM12128474,07-09-2020,5977,Pending,Other daughter similar help author.,16-10-2020,POL26751534
CLM55949770,11-10-2024,70895,Denied,Wonder individual himself any.,27-10-2024,POL90621293
CLM73238297,15-12-2021,57111,Pending,Any eye cup.,24-01-2022,POL31358869
CLM41450903,27-07-2024,89754,Denied,Address couple case item wide talk movement.,17-10-2024,POL06553987
CLM88935404,22-06-2024,81868,Approved,Interest health record lawyer age option free.,,POL22918011
CLM62961938,10-06-2021,88454,Approved,Serve rich unit hotel.,13-08-2021,POL32589050
CLM17895959,24-02-2023,93102,Denied,System director program teach free.,07-05-2023,POL37412181
CLM88086231,04-10-2023,84149,Pending,Case group measure statement matter.,22-11-2023,POL27310887
CLM88326030,18-04-2024,47076,Pending,Day wind first.,12-06-2024,POL36528332
CLM80451326,10-01-2023,16554,Approved,Mean establish reduce difference.,26-03-2023,POL64655567
CLM27666906,14-04-2022,49894,Denied,Baby hope range simple.,11-06-2022,POL89325440
CLM37535828,07-01-2021,22792,Approved,Carry training language explain.,21-01-2021,POL70265364
CLM89457676,30-04-2024,8859,Approved,Congress effect current point.,,POL22858712
CLM57555277,04-04-2022,24643,Denied,I sport all laugh ability understand local.,,POL52796576
CLM39362052,12-05-2021,23908,Pending,Outside couple audience property only.,22-06-2021,POL68885255
CLM50142048,30-08-2022,93016,Pending,Else manager sort other.,,POL19165656
CLM18987246,22-07-2024,44798,Denied,Quite evidence town own we week west water.,29-09-2024,POL65755562
CLM97712646,29-07-2020,48934,Approved,Role serious factor.,,POL41307729
CLM06107645,30-11-2024,5894,Denied,Difficult key score arm fact down.,29-12-2024,POL07908129
CLM00849416,22-12-2024,75366,Approved,Ago head we require.,02-03-2025,POL57458461
CLM00026828,15-11-2021,39191,Pending,Best threat discuss choice.,,POL06598618
CLM16387376,30-11-2021,61917,Pending,Father offer employee form west story affect direction.,22-01-2022,POL98348493
CLM59775985,06-11-2024,18798,Pending,Dream race international energy success so.,,POL86747748
CLM54957631,28-09-2020,65616,Approved,Very remain lay strong.,15-11-2020,POL63114558
CLM24104176,16-06-2023,46529,Denied,Leg sense war law.,22-07-2023,POL47491023
CLM17494761,01-10-2020,57376,Pending,Give possible throughout parent.,,POL14697961
CLM93487981,05-12-2023,54952,Pending,Sport beautiful fund purpose none prevent perform serious.,07-02-2024,POL74225904
CLM46843079,15-11-2020,74923,Approved,Reflect mouth director final site player dream.,09-02-2021,POL95376981
CLM94507542,04-08-2024,81314,Approved,Teach current too employee.,28-10-2024,POL96943795
CLM39693588,28-09-2024,92863,Approved,Moment way make would understand capital south.,26-10-2024,POL33352305
CLM55099967,20-10-2020,11835,Approved,Executive account four stuff food dark.,16-11-2020,POL61919833
CLM86957816,18-03-2023,33113,Denied,Television according school shake may right.,,POL23491107
CLM83880643,12-01-2022,72206,Approved,Exist fund win various.,26-01-2022,POL92941554
CLM70967512,25-05-2021,61499,Approved,Guy move test protect.,,POL89047007
CLM57990517,15-05-2021,85760,Approved,Age base pick success wear provide little lay.,29-06-2021,POL07584414
CLM85235158,20-02-2023,26761,Approved,Black budget author.,06-05-2023,POL25546683
CLM48097441,27-08-2021,95642,Denied,State out black less.,03-10-2021,POL71968618
CLM54888572,15-12-2020,24259,Denied,However language across team.,24-02-2021,POL72479103
CLM69640061,14-11-2023,97833,Approved,Bar good yourself whom might discuss on onto.,02-12-2023,POL74008524
CLM15693542,16-03-2022,88644,Pending,Show wrong local usually anyone expert.,19-04-2022,POL65532247
CLM12122818,23-09-2021,27832,Approved,Station early add over owner three drop.,04-10-2021,POL98989117
CLM20448269,15-06-2024,73358,Denied,Whom parent professor.,02-07-2024,POL46127836
CLM60877806,14-09-2021,60373,Denied,Information eat cost project region away.,14-11-2021,POL74225904
CLM16873263,06-09-2020,56923,Pending,Democrat will yard past quickly.,13-11-2020,POL90169809
CLM85768595,25-04-2021,72054,Denied,They lead discussion.,,POL62525398
CLM12893740,13-04-2022,71300,Pending,Often compare man two form civil.,,POL30499231
CLM78621498,06-04-2024,51607,Pending,Process positive never strategy rich new such.,,POL60275519
CLM09540703,26-11-2021,41828,Pending,Smile watch laugh.,02-02-2022,POL18186401
CLM37250688,29-03-2021,84365,Pending,Age Mrs material according news.,13-04-2021,POL75180219
